RK,NAME,TEAM,SALARY
85,"Dejounte Murray, PG",San Antonio Spurs,"$14,286,000"
86,"Will Barton, SF",Denver Nuggets,"$13,723,214"
87,"Marcin Gortat, C",LA Clippers,"$13,565,218"
88,"Thaddeus Young, PF",Chicago Bulls,"$13,545,000"
89,"Patty Mills, PG",San Antonio Spurs,"$13,535,714"
90,"Terrence Ross, SG",Orlando Magic,"$13,500,000"
91,"Marcus Smart, PG",Boston Celtics,"$13,446,428"
92,"Malik Beasley, SG",Minnesota Timberwolves,"$13,425,895"
93,"Patrick Beverley, PG",LA Clippers,"$13,333,333"
94,"Christian Wood, C",Houston Rockets,"$13,015,873"
95,"JJ Redick, SG",Dallas Mavericks,"$13,013,700"
96,"Justise Winslow, PF",Memphis Grizzlies,"$13,000,000"
97,"Jusuf Nurkic, C",Portland Trail Blazers,"$12,888,889"
98,"Trevor Ariza, SF",Miami Heat,"$12,800,000"
99,"Courtney Lee, G",Dallas Mavericks,"$12,759,670"
100,"Brook Lopez, C",Milwaukee Bucks,"$12,697,674"
101,"Cory Joseph, PG",Detroit Pistons,"$12,600,000"
102,"Kelly Olynyk, PF",Houston Rockets,"$12,598,243"
103,"Miles Plumlee, C",Memphis Grizzlies,"$12,500,000"
104,"Nikola Mirotic, F",Milwaukee Bucks,"$12,500,000"
105,"T.J. Warren, SF",Indiana Pacers,"$12,500,000"
106,"Tyreke Evans, G",Indiana Pacers,"$12,400,000"
107,"Markelle Fultz, PG",Orlando Magic,"$12,288,697"
108,"Taurean Prince, PF",Cleveland Cavaliers,"$12,250,000"
109,"Tony Snell, SF",Atlanta Hawks,"$12,178,571"
110,"Robert Covington, PF",Portland Trail Blazers,"$12,138,345"
111,"Kentavious Caldwell-Pope, SG",Los Angeles Lakers,"$12,073,020"
112,"Larry Nance Jr., PF",Cleveland Cavaliers,"$11,709,091"
113,"Zach Randolph, F",Dallas Mavericks,"$11,692,308"
114,"Jordan Clarkson, PG",Utah Jazz,"$11,500,000"
115,"Spencer Dinwiddie, PG",Brooklyn Nets,"$11,454,048"
116,"Dillon Brooks, SF",Memphis Grizzlies,"$11,400,000"
117,"Omer Asik, C",Chicago Bulls,"$11,286,516"
118,"Dwight Powell, C",Dallas Mavericks,"$11,080,125"
119,"Lonzo Ball, PG",New Orleans Pelicans,"$11,003,782"
120,"Norman Powell, SF",Portland Trail Blazers,"$10,865,952"
121,"Josh Richardson, SG",Dallas Mavericks,"$10,865,952"
122,"Joe Ingles, SG",Utah Jazz,"$10,863,637"
123,"Jeremy Lamb, SG",Indiana Pacers,"$10,500,000"
124,"DeAndre Jordan, C",Brooklyn Nets,"$10,375,678"
125,"Zion Williamson, PF",New Orleans Pelicans,"$10,245,480"
126,"Rodney Hood, SG",Toronto Raptors,"$10,047,450"
127,"Darren Collison, G",Indiana Pacers,"$10,000,000"
128,"Tomas Satoransky, SG",Chicago Bulls,"$10,000,000"
129,"Jayson Tatum, SF",Boston Celtics,"$9,897,120"
130,"Anthony Edwards, SF",Minnesota Timberwolves,"$9,757,440"
131,"Al-Farouq Aminu, PF",Chicago Bulls,"$9,720,900"
132,"Dante Exum, PG",Cleveland Cavaliers,"$9,600,000"
133,"George Hill, PG",Philadelphia 76ers,"$9,590,602"
134,"De'Anthony Melton, SG",Memphis Grizzlies,"$9,571,712"
135,"Deandre Ayton, C",Phoenix Suns,"$9,562,920"
136,"Kyle Anderson, SF",Memphis Grizzlies,"$9,505,100"
137,"Meyers Leonard, C",Miami Heat,"$9,400,000"
138,"Montrezl Harrell, C",Los Angeles Lakers,"$9,258,000"
139,"Derrick Favors, C",Utah Jazz,"$9,258,000"
140,"Tristan Thompson, C",Boston Celtics,"$9,258,000"
141,"Jae Crowder, PF",Phoenix Suns,"$9,258,000"
142,"Serge Ibaka, C",LA Clippers,"$9,258,000"
143,"Derrick Jones Jr., SF",Portland Trail Blazers,"$9,258,000"
144,"Dario Saric, PF",Phoenix Suns,"$9,250,000"
145,"Ja Morant, PG",Memphis Grizzlies,"$9,166,800"
146,"Delon Wright, SG",Sacramento Kings,"$9,000,000"
147,"Marvin Bagley III, PF",Sacramento Kings,"$8,963,640"
148,"Cedi Osman, SF",Cleveland Cavaliers,"$8,840,580"
149,"Tyus Jones, PG",Memphis Grizzlies,"$8,817,143"
150,"James Wiseman, C",Golden State Warriors,"$8,730,240"
151,"Royce O'Neale, PF",Utah Jazz,"$8,500,000"
152,"Thomas Bryant, C",Washington Wizards,"$8,333,333"
153,"C.J. Miles, SG",Washington Wizards,"$8,333,333"
154,"Maxi Kleber, PF",Dallas Mavericks,"$8,325,000"
155,"RJ Barrett, SG",New York Knicks,"$8,231,760"
156,"Jakob Poeltl, C",San Antonio Spurs,"$8,101,852"
157,"De'Aaron Fox, PG",Sacramento Kings,"$8,099,627"
158,"Luka Doncic, PG",Dallas Mavericks,"$8,049,360"
159,"Mason Plumlee, C",Detroit Pistons,"$8,000,000"
160,"Lou Williams, SG",Atlanta Hawks,"$8,000,000"
161,"P.J. Tucker, PF",Milwaukee Bucks,"$7,969,537"
162,"LaMelo Ball, PG",Charlotte Hornets,"$7,839,960"
163,"Seth Curry, SG",Philadelphia 76ers,"$7,834,449"
164,"Derrick Rose, PG",New York Knicks,"$7,682,927"
165,"Cristiano Felicio, PF",Chicago Bulls,"$7,529,020"
166,"Rajon Rondo, PG",LA Clippers,"$7,500,000"
167,"Darrell Arthur, F",Phoenix Suns,"$7,464,912"
168,"De'Andre Hunter, SF",Atlanta Hawks,"$7,422,000"
169,"Jonathan Isaac, PF",Orlando Magic,"$7,362,566"
170,"Doug McDermott, SF",Indiana Pacers,"$7,333,333"
171,"Robin Lopez, C",Washington Wizards,"$7,300,000"
172,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$7,257,360"
173,"JaMychal Green, PF",Denver Nuggets,"$7,199,760"
174,"Patrick Williams, PF",Chicago Bulls,"$7,068,360"
175,"Aron Baynes, C",Toronto Raptors,"$7,000,000"
176,"Darius Miller, SF",Oklahoma City Thunder,"$7,000,000"
177,"Ivica Zubac, C",LA Clippers,"$7,000,000"
178,"Chris Boucher, PF",Toronto Raptors,"$6,750,000"
179,"Lauri Markkanen, PF",Chicago Bulls,"$6,731,508"
180,"Darius Garland, PG",Cleveland Cavaliers,"$6,720,720"
181,"D.J. Augustin, PG",Houston Rockets,"$6,666,667"
182,"Trae Young, PG",Atlanta Hawks,"$6,571,800"
183,"Juancho Hernangomez, F",Minnesota Timberwolves,"$6,493,000"
184,"Isaac Okoro, SF",Cleveland Cavaliers,"$6,400,920"
185,"Milos Teodosic, G",LA Clippers,"$6,300,000"
186,"Frank Ntilikina, PG",New York Knicks,"$6,176,578"
187,"Wesley Johnson, F",Washington Wizards,"$6,134,520"
188,"Jarrett Culver, G",Minnesota Timberwolves,"$6,104,280"
189,"Ish Smith, PG",Washington Wizards,"$6,000,000"
190,"Alec Burks, SG",New York Knicks,"$6,000,000"
191,"Mo Bamba, C",Orlando Magic,"$5,969,040"
192,"Onyeka Okongwu, PF",Atlanta Hawks,"$5,813,640"
193,"Justin Holiday, SF",Indiana Pacers,"$5,720,000"
194,"Jonathon Simmons, G",Washington Wizards,"$5,700,000"
195,"Dennis Smith Jr., PG",Detroit Pistons,"$5,686,677"
196,"Avery Bradley, PG",Houston Rockets,"$5,635,000"
197,"Coby White, PG",Chicago Bulls,"$5,572,680"
198,"Trey Lyles, PF",San Antonio Spurs,"$5,500,000"
199,"Alex Abrines, G",Oklahoma City Thunder,"$5,455,236"
200,"Jason Smith, F",New Orleans Pelicans,"$5,450,000"
201,"Wendell Carter Jr., C",Orlando Magic,"$5,448,840"
202,"Zach Collins, PF",San Antonio Spurs,"$5,406,255"
203,"Malik Monk, SG",Charlotte Hornets,"$5,345,687"
204,"Killian Hayes, PG",Detroit Pistons,"$5,307,120"
205,"Alexis Ajinca, C",LA Clippers,"$5,285,394"
206,"Luke Kennard, SG",LA Clippers,"$5,273,826"
207,"Donovan Mitchell, SG",Utah Jazz,"$5,195,501"
208,"Rodney McGruder, SG",Detroit Pistons,"$5,192,307"
209,"Bam Adebayo, C",Miami Heat,"$5,115,492"
210,"Jaxson Hayes, C",New Orleans Pelicans,"$5,105,160"
211,"Richaun Holmes, C",Sacramento Kings,"$5,005,350"
212,"Mike Scott, PF",Philadelphia 76ers,"$5,005,350"
213,"Ed Davis, C",Minnesota Timberwolves,"$5,005,350"
214,"Enes Kanter, C",Portland Trail Blazers,"$5,005,350"
215,"Elfrid Payton, PG",New York Knicks,"$5,000,000"
216,"Nerlens Noel, C",New York Knicks,"$5,000,000"
217,"Daniel Theis, C",Chicago Bulls,"$5,000,000"
218,"Dirk Nowitzki, F",Dallas Mavericks,"$5,000,000"
219,"Kyle Singler, F",Oklahoma City Thunder,"$4,996,000"
220,"Collin Sexton, PG",Cleveland Cavaliers,"$4,991,880"
221,"Pat Connaughton, SG",Milwaukee Bucks,"$4,938,272"
222,"Obi Toppin, PF",New York Knicks,"$4,862,040"
223,"Kris Dunn, PG",Atlanta Hawks,"$4,767,000"
224,"Josh Jackson, SG",Detroit Pistons,"$4,767,000"
225,"Garrett Temple, SF",Chicago Bulls,"$4,767,000"
226,"Rui Hachimura, PF",Washington Wizards,"$4,692,840"
227,"Denzel Valentine, SG",Chicago Bulls,"$4,642,800"
228,"Kevin Knox II, SF",New York Knicks,"$4,588,680"
229,"D.J. Wilson, PF",Houston Rockets,"$4,548,280"
230,"Deni Avdija, SF",Washington Wizards,"$4,469,160"
231,"Kevon Looney, C",Golden State Warriors,"$4,464,226"
232,"Cam Reddish, SF",Atlanta Hawks,"$4,458,000"
233,"T.J. Leaf, PF",Portland Trail Blazers,"$4,326,825"
234,"Jalen Smith, PF",Phoenix Suns,"$4,245,720"
235,"JaVale McGee, C",Denver Nuggets,"$4,200,000"
236,"Reggie Bullock, SF",New York Knicks,"$4,200,000"
237,"Mikal Bridges, SF",Phoenix Suns,"$4,161,000"
238,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$4,141,320"
239,"John Collins, PF",Atlanta Hawks,"$4,137,302"
240,"Nicolo Melli, PF",Dallas Mavericks,"$4,102,564"
241,"Willie Cauley-Stein, C",Dallas Mavericks,"$4,100,000"
242,"Devin Vassell, SG",San Antonio Spurs,"$4,033,440"
243,"Cameron Johnson, SF",Phoenix Suns,"$4,033,440"
244,"P.J. Washington, PF",Charlotte Hornets,"$4,023,600"
245,"Patrick McCaw, SF",Toronto Raptors,"$4,000,000"
246,"Dorian Finney-Smith, PF",Dallas Mavericks,"$4,000,000"
247,"Terrance Ferguson, SF",Philadelphia 76ers,"$3,944,013"
248,"Miles Bridges, SF",Charlotte Hornets,"$3,934,320"
249,"Jevon Carter, PG",Phoenix Suns,"$3,925,000"
250,"Jarrett Allen, C",Cleveland Cavaliers,"$3,909,902"
251,"OG Anunoby, SF",Toronto Raptors,"$3,872,215"
252,"Gabriel Deck, SF",Oklahoma City Thunder,"$3,870,370"
253,"Tyrese Haliburton, PG",Sacramento Kings,"$3,831,840"
254,"Stanley Johnson, F",Toronto Raptors,"$3,804,150"
255,"Jake Layman, SF",Minnesota Timberwolves,"$3,761,085"
256,"Jerome Robinson, SG",Washington Wizards,"$3,737,520"
257,"Danuel House Jr., SF",Houston Rockets,"$3,717,000"
258,"Kira Lewis Jr., PG",New Orleans Pelicans,"$3,640,200"
259,"Romeo Langford, SG",Boston Celtics,"$3,631,200"
260,"Maurice Harkless, SF",Sacramento Kings,"$3,623,000"
261,"Bobby Portis, C",Milwaukee Bucks,"$3,623,000"
262,"Wesley Matthews, SG",Los Angeles Lakers,"$3,623,000"
263,"Kyle Kuzma, SF",Los Angeles Lakers,"$3,562,178"
264,"Allonzo Trier, G",New York Knicks,"$3,551,000"
265,"Michael Porter Jr., SF",Denver Nuggets,"$3,550,800"
266,"Tony Bradley, C",Oklahoma City Thunder,"$3,542,060"
267,"Derrick White, PG",San Antonio Spurs,"$3,516,284"
268,"Bismack Biyombo, C",Charlotte Hornets,"$3,500,000"
269,"Luca Vildoza, PG",New York Knicks,"$3,500,000"
270,"Michael Beasley, F",Brooklyn Nets,"$3,500,000"
271,"T.J. McConnell, PG",Indiana Pacers,"$3,500,000"
272,"Boban Marjanovic, C",Dallas Mavericks,"$3,500,000"
273,"Josh Hart, SG",New Orleans Pelicans,"$3,491,159"
274,"Aaron Nesmith, SF",Boston Celtics,"$3,458,400"
275,"Sekou Doumbouya, SF",Detroit Pistons,"$3,449,400"
276,"Michael Carter-Williams, PG",Orlando Magic,"$3,300,000"
277,"James Ennis III, SF",Orlando Magic,"$3,300,000"
278,"Cole Anthony, PG",Orlando Magic,"$3,285,120"
279,"Troy Brown Jr., SF",Chicago Bulls,"$3,219,480"
280,"Facundo Campazzo, PG",Denver Nuggets,"$3,200,000"
281,"Chuma Okeke, PF",Orlando Magic,"$3,121,080"
282,"Isaiah Stewart, C",Detroit Pistons,"$3,121,080"
283,"Nickeil Alexander-Walker, SG",New Orleans Pelicans,"$3,113,160"
284,"Patrick Patterson, PF",LA Clippers,"$3,077,704"
285,"Donte DiVincenzo, SG",Milwaukee Bucks,"$3,044,160"
286,"Khem Birch, C",Toronto Raptors,"$3,000,000"
287,"Trey Burke, PG",Dallas Mavericks,"$3,000,000"
288,"Ryan Arcidiacono, PG",Chicago Bulls,"$3,000,000"
289,"Aleksej Pokusevski, PF",Oklahoma City Thunder,"$2,964,840"
290,"Goga Bitadze, C",Indiana Pacers,"$2,957,520"
291,"Lonnie Walker IV, SG",San Antonio Spurs,"$2,892,000"
292,"Luka Samanic, PF",San Antonio Spurs,"$2,892,000"
293,"Josh Green, SG",Dallas Mavericks,"$2,816,760"
294,"Kevin Huerter, SG",Atlanta Hawks,"$2,761,920"
295,"Alex Caruso, SG",Los Angeles Lakers,"$2,750,000"
296,"Matisse Thybulle, SG",Philadelphia 76ers,"$2,711,280"
297,"Saddiq Bey, SF",Detroit Pistons,"$2,689,920"
298,"Josh Okogie, SF",Minnesota Timberwolves,"$2,651,040"
299,"Marko Guduric, G",Memphis Grizzlies,"$2,625,000"
300,"Vincent Poirier, C",Philadelphia 76ers,"$2,619,207"
301,"Brandon Clarke, PF",Memphis Grizzlies,"$2,602,920"
302,"Precious Achiuwa, PF",Miami Heat,"$2,582,160"
303,"Tyler Herro, PG",Miami Heat,"$2,582,160"
304,"Marc Gasol, C",Los Angeles Lakers,"$2,564,753"
305,"Nene Hilario, C",Atlanta Hawks,"$2,564,753"
306,"Grayson Allen, SG",Memphis Grizzlies,"$2,545,320"
307,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
308,"Grant Williams, PF",Boston Celtics,"$2,498,760"
309,"Tyrese Maxey, PG",Philadelphia 76ers,"$2,478,840"
310,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
311,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
312,"Chandler Hutchison, SF",Washington Wizards,"$2,443,440"
313,"Tyler Zeller, C",Atlanta Hawks,"$2,436,046"
314,"Aaron Holiday, PG",Indiana Pacers,"$2,345,640"
315,"Darius Bazley, PF",Oklahoma City Thunder,"$2,339,160"
316,"Bryn Forbes, SG",Milwaukee Bucks,"$2,337,145"
317,"Ty Jerome, SG",Oklahoma City Thunder,"$2,303,040"
318,"Zeke Nnaji, PF",Denver Nuggets,"$2,284,800"
319,"Mike Muscala, C",Oklahoma City Thunder,"$2,283,034"
320,"Ben McLemore, SG",Los Angeles Lakers,"$2,283,034"
321,"Anfernee Simons, SG",Portland Trail Blazers,"$2,252,040"
322,"Brad Wanamaker, PG",Charlotte Hornets,"$2,250,000"
323,"Luke Kornet, C",Boston Celtics,"$2,250,000"
324,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
325,"Nassir Little, SF",Portland Trail Blazers,"$2,210,640"
326,"Payton Pritchard, PG",Boston Celtics,"$2,193,480"
327,"R.J. Hampton, PG",Orlando Magic,"$2,193,040"
328,"Edmond Sumner, PG",Indiana Pacers,"$2,160,000"
329,"Dylan Windler, SG",Cleveland Cavaliers,"$2,137,440"
330,"Immanuel Quickley, SG",New York Knicks,"$2,105,520"
331,"John Konchar, SG",Memphis Grizzlies,"$2,100,000"
332,"Landry Shamet, SG",Brooklyn Nets,"$2,090,040"
333,"Jordan Poole, SG",Golden State Warriors,"$2,063,280"
334,"Bol Bol, C",Denver Nuggets,"$2,058,240"
335,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
336,"Keldon Johnson, SF",San Antonio Spurs,"$2,048,040"
337,"Robert Williams III, C",Boston Celtics,"$2,029,920"
338,"Bruno Caboclo, F",Houston Rockets,"$2,028,594"
339,"Jacob Evans, G",New York Knicks,"$2,017,320"
340,"Dzanan Musa, F",Detroit Pistons,"$2,002,800"
341,"Theo Maledon, PG",Oklahoma City Thunder,"$2,000,000"
342,"Kenrich Williams, SF",Oklahoma City Thunder,"$2,000,000"
343,"Gary Clark, SF",Philadelphia 76ers,"$2,000,000"
344,"Damyean Dotson, SG",Cleveland Cavaliers,"$2,000,000"
345,"Omari Spellman, F",New York Knicks,"$1,988,280"
346,"Cameron Payne, PG",Phoenix Suns,"$1,977,011"
347,"Udoka Azubuike, C",Utah Jazz,"$1,977,000"
348,"Jaden McDaniels, PF",Minnesota Timberwolves,"$1,964,760"
349,"Malachi Flynn, PG",Toronto Raptors,"$1,950,600"
350,"Desmond Bane, SG",Memphis Grizzlies,"$1,936,440"
351,"Jontay Porter, PF",Memphis Grizzlies,"$1,900,000"
352,"Jahlil Okafor, C",Detroit Pistons,"$1,882,867"
353,"Marquese Chriss, SF",Golden State Warriors,"$1,824,003"
354,"David Nwaba, SF",Houston Rockets,"$1,824,003"
355,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
356,"Georges Niang, F",Utah Jazz,"$1,783,557"
357,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,762,796"
358,"Alfonzo McKinnie, SF",Los Angeles Lakers,"$1,762,796"
359,"Damion Lee, SG",Golden State Warriors,"$1,762,796"
360,"P.J. Dozier, SG",Denver Nuggets,"$1,762,796"
361,"Abdel Nader, SF",Phoenix Suns,"$1,752,950"
362,"Semi Ojeleye, PF",Boston Celtics,"$1,752,950"
363,"Mario Hezonja, F",Memphis Grizzlies,"$1,737,145"
364,"DeAndre' Bembry, SG",Toronto Raptors,"$1,737,145"
365,"Kevin Porter Jr., SG",Houston Rockets,"$1,717,981"
366,"Shake Milton, SG",Philadelphia 76ers,"$1,701,593"
367,"Brandon Goodwin, PG",Atlanta Hawks,"$1,701,593"
368,"Thanasis Antetokounmpo, SF",Milwaukee Bucks,"$1,701,593"
369,"Jonah Bolden, PF",Phoenix Suns,"$1,698,450"
370,"Wes Iwundu, SF",New Orleans Pelicans,"$1,678,854"
371,"Dwayne Bacon, SG",Orlando Magic,"$1,678,854"
372,"Dragan Bender, F",Golden State Warriors,"$1,678,854"
373,"Isaac Bonga, G",Washington Wizards,"$1,663,861"
374,"Gary Trent Jr., SG",Toronto Raptors,"$1,663,861"
375,"Svi Mykhailiuk, SG",Oklahoma City Thunder,"$1,663,861"
376,"Keita Bates-Diop, SF",San Antonio Spurs,"$1,663,861"
377,"Mitchell Robinson, C",New York Knicks,"$1,663,861"
378,"Bruce Brown, SF",Brooklyn Nets,"$1,663,861"
379,"Duncan Robinson, SG",Miami Heat,"$1,663,861"
380,"Kendrick Nunn, G",Miami Heat,"$1,663,861"
381,"Hamidou Diallo, SG",Detroit Pistons,"$1,663,861"
382,"Jalen Brunson, PG",Dallas Mavericks,"$1,663,861"
383,"Jarred Vanderbilt, PF",Minnesota Timberwolves,"$1,663,361"
384,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
385,"MarShon Brooks, G",Chicago Bulls,"$1,656,092"
386,"Isaiah Taylor, G",Toronto Raptors,"$1,620,564"
387,"Raul Neto, PG",Washington Wizards,"$1,620,564"
388,"Hassan Whiteside, C",Sacramento Kings,"$1,620,564"
389,"Drew Eubanks, PF",San Antonio Spurs,"$1,620,564"
390,"Tyler Lydon, F",Sacramento Kings,"$1,620,564"
391,"Glenn Robinson III, F",Sacramento Kings,"$1,620,564"
392,"Quinn Cook, PG",Cleveland Cavaliers,"$1,620,564"
393,"Frank Kaminsky, PF",Phoenix Suns,"$1,620,564"
394,"Shaquille Harrison, SG",Denver Nuggets,"$1,620,564"
395,"E'Twaun Moore, G",Phoenix Suns,"$1,620,564"
396,"Josh Gray, G",Brooklyn Nets,"$1,620,564"
397,"Tyler Johnson, SG",Brooklyn Nets,"$1,620,564"
398,"Wilson Chandler, F",Brooklyn Nets,"$1,620,564"
399,"Markieff Morris, PF",Los Angeles Lakers,"$1,620,564"
400,"Udonis Haslem, PF",Miami Heat,"$1,620,564"
401,"Kent Bazemore, SF",Golden State Warriors,"$1,620,564"
402,"Wayne Ellington, SG",Detroit Pistons,"$1,620,564"
403,"Jared Dudley, SF",Los Angeles Lakers,"$1,620,564"
404,"Dwight Howard, C",Philadelphia 76ers,"$1,620,564"
405,"Carmelo Anthony, PF",Portland Trail Blazers,"$1,620,564"
406,"Isaiah Hartenstein, C",Cleveland Cavaliers,"$1,620,564"
407,"Harry Giles III, PF",Portland Trail Blazers,"$1,620,564"
408,"Reggie Jackson, PG",LA Clippers,"$1,620,564"
409,"Nicolas Batum, PF",LA Clippers,"$1,620,564"
410,"JaKarr Sampson, SF",Indiana Pacers,"$1,620,564"
411,"Torrey Craig, SF",Phoenix Suns,"$1,620,564"
412,"Ryan Anderson, PF",Houston Rockets,"$1,620,564"
413,"Gerald Green, G",Houston Rockets,"$1,620,564"
414,"Langston Galloway, SG",Phoenix Suns,"$1,620,564"
415,"Joe Johnson, G",Detroit Pistons,"$1,620,564"
416,"Jeff Green, PF",Brooklyn Nets,"$1,620,564"
417,"Sterling Brown, SF",Houston Rockets,"$1,620,564"
418,"J.J. Barea, G",Dallas Mavericks,"$1,620,564"
419,"Thon Maker, F",Cleveland Cavaliers,"$1,620,564"
420,"Jarell Martin, F",Cleveland Cavaliers,"$1,620,564"
421,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$1,620,564"
422,"Wenyen Gabriel, F",New Orleans Pelicans,"$1,620,564"
